,Unnamed: 0,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Quantity,Discount,Profit,Order Year,Order Month,Shipping Days,Hights_Sales
0,0,-0.2031473430173881,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,0.3456501200440469,0.0,-1.905541013590509,-0.8527551948285451,-0.9577835120758932,0.9015623872399396,0.0,0.6901445064494268,-0.5224269417264608,1
1,1,-0.2031473430173881,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,0.3456501200440469,0.0,-0.7470245384508822,-0.34819448786887,-0.9577835120758932,0.9015623872399396,0.0,0.6901445064494268,-0.5224269417264608,1
2,2,0.7054441489591167,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,0.3456501200440469,0.0,1.570008411828372,0.6609269260504802,1.521191692135838,-1.2528265931515992,0.0,0.6901445064494268,1.7564724748581009,1
3,3,0.7054441489591167,-0.8551042221785041,0.0,0.0908656635527563,-1.553470612698946,0.0,1.202700710094783,0.0,0.4114919366887448,1.6700483399698305,-0.9577835120758932,0.9015623872399396,0.0,-0.2547094513631561,0.6170227665658199,1
4,4,0.7054441489591167,-0.8551042221785041,0.0,0.0908656635527563,-1.553470612698946,0.0,1.202700710094783,0.0,1.570008411828372,2.1746090469295054,0.1439832453515429,0.9015623872399396,0.0,-0.2547094513631561,0.6170227665658199,1
5,5,-0.2031473430173881,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,-0.5114004700066891,0.0,-0.7470245384508822,-0.8527551948285451,0.6948666240652608,-1.2528265931515992,0.0,0.2177175275431353,-1.0921517958726012,1
6,6,0.7054441489591167,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,1.202700710094783,0.0,1.570008411828372,-0.34819448786887,-0.9577835120758932,0.9015623872399396,0.0,0.6901445064494268,0.6170227665658199,1
7,7,0.7054441489591167,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,-0.5114004700066891,0.0,-1.905541013590509,1.6700483399698305,1.796633381492697,-1.2528265931515992,0.0,0.6901445064494268,0.0472979124196795,1
8,8,0.7054441489591167,-0.8551042221785041,0.0,0.0908656635527563,0.6095122448616515,0.0,-0.5114004700066891,0.0,0.4114919366887448,-0.34819448786887,0.1439832453515429,0.9015623872399396,0.0,0.6901445064494268,0.0472979124196795,1
9,9,-2.020330326970398,0.4700572917238561,0.0,0.0908656635527563,0.6095122448616515,0.0,-1.3684510600574251,0.0,0.4114919366887448,0.6609269260504802,2.3261973290042413,-1.2528265931515992,0.0,0.6901445064494268,-1.0921517958726012,1
